name,ctp,yaw,ct,cp,u4,v4,an,p1,p4,dp,x0,dv,du,u_hub,rews
yaw_00_ct_01,0.4,0.0,0.32897541837628963,0.2983425354261019,0.8216323316105214,-0.009204008051449712,0.0931160239916442,0.005115687162591092,0.029903960899016254,0.024788273736425163,5.0,0.009204008051449712,0.1783676683894786,0.9078004863303007,0.9185222846934052
yaw_01_ct_01,0.4,5.0,0.3268246266926106,0.29542154495265543,0.8144016949499295,-0.014058486422533033,0.09263261382045607,0.004796170101321484,0.028536388680559816,0.02374021857923833,5.0,0.014058486422533033,0.18559830505007047,0.90581956,0.9069072901724076
yaw_02_ct_01,0.4,10.0,0.3195163792889942,0.28556810106302966,0.8180733349067388,-0.021841223204764202,0.09246139440380674,0.0044541131826690535,0.02765977841613162,0.02320566523346257,5.0,0.021841223204764202,0.18192666509326116,0.9056616973583512,0.9071274963425894
yaw_03_ct_01,0.4,15.0,0.30817336791804195,0.27049712983638186,0.8276226591437866,-0.028121245635086715,0.09129319875760478,0.00423057688524594,0.02706381500038496,0.022833238115139022,5.0,0.028121245635086715,0.17237734085621337,0.9061128666685644,0.9072182459361058
yaw_04_ct_01,0.4,20.0,0.29233471141256295,0.24991399860219823,0.8334246704573299,-0.03239451979145765,0.09024514722199928,0.003806509822677918,0.02650649229885136,0.02269998247617344,5.0,0.03239451979145765,0.16657532954267007,0.9075579633054832,0.904010628
yaw_05_ct_01,0.4,25.0,0.27383507432559656,0.22657063178241119,0.8523617934633851,-0.0360008380452371,0.08706715964060152,0.003368852854700887,0.027096206389465458,0.02372735353476457,5.0,0.0360008380452371,0.14763820653661486,0.906902275,0.9110672896563612
yaw_06_ct_01,0.4,30.0,0.2507760960278474,0.19856340433515682,0.857534029707706,-0.0383205942917288,0.08571321780700314,0.003069944784917677,0.026498877855216582,0.023428933070298905,5.0,0.0383205942917288,0.14246597029229402,0.9078288502511898,0.9026428428033656
yaw_07_ct_01,0.4,35.0,0.22648432890218587,0.1704226210347126,0.8710323007125031,-0.03938096675344057,0.08140397122508025,0.0026980689332663775,0.026458716200311906,0.023760647267045527,5.0,0.03938096675344057,0.12896769928749685,0.9069853997662116,0.902241581
yaw_08_ct_01,0.4,40.0,0.19761226896989947,0.13889635901452785,0.8907979697540269,-0.04175637445922862,0.08246425961084358,0.0026658602776152666,0.02682028497881302,0.024154424701197753,5.0,0.04175637445922862,0.10920203024597308,0.9080296390148777,0.9088312536910452
yaw_09_ct_01,0.4,45.0,0.16984639359559306,0.11067626613830309,0.9085293835893508,-0.03839908534932512,0.07846217224795105,0.0023110748953889555,0.027711077038748897,0.02540000214335994,5.0,0.03839908534932512,0.09147061641064924,0.9087001761252176,0.9165094474490036
yaw_00_ct_03,0.8,0.0,0.5564266505960882,0.4640522584808473,0.6818166602853565,-0.005994236903428967,0.16601360128290443,0.009678360637245823,0.023418060974603305,0.013739700337357483,5.0,0.005994236903428967,0.3181833397146435,0.9061582207932736,0.900761105
yaw_01_ct_03,0.8,5.0,0.5528877593898541,0.4596322243549025,0.6933411315840233,-0.015600758238125735,0.1654943757648103,0.010089661985591258,0.024807071167264265,0.014717409181673007,5.0,0.015600758238125735,0.30665886841597667,0.9070105089192468,0.917645194
yaw_02_ct_03,0.8,10.0,0.5410633110838585,0.444966315241556,0.6927635617148677,-0.02239050262070373,0.16492094615709574,0.008607416213379454,0.022860832281008204,0.01425341606762875,5.0,0.02239050262070373,0.30723643828513225,0.9049651708881754,0.9002143429591215
yaw_03_ct_03,0.8,15.0,0.5238241842396928,0.4238706291758378,0.7098819599001206,-0.03498824159812831,0.16227012962734433,0.007655608902896402,-0.001360964130105957,-0.00901657303300236,2.3,0.03498824159812831,0.2901180400998794,0.907421976,0.906683561
yaw_04_ct_03,0.8,20.0,0.49801024549813566,0.3929274979725673,0.7282902936873659,-0.041326655283157904,0.1603692628477349,0.006170577752350317,-0.0018017584997176309,-0.007972336252067948,2.0999999999999996,0.041326655283157904,0.27170970631263414,0.9077813179126016,0.9065478438739696
yaw_05_ct_03,0.8,25.0,0.46995788085756557,0.3601997538616685,0.7475232407539409,-0.049904906039398705,0.15431473539403373,0.005062057788677078,-0.0007386737642772875,-0.005800731552954365,2.1999999999999993,0.049904906039398705,0.25247675924605906,0.9059335112674368,0.9091113135339588
yaw_06_ct_03,0.8,30.0,0.43450966448265,0.32022421330030143,0.7744913136127778,-0.05586550810386391,0.14901070856458487,0.003890294977042341,-0.0006525567994967815,-0.004542851776539123,2.0999999999999996,0.05586550810386391,0.2255086863872222,0.9067148241283762,0.9138556270113444
yaw_07_ct_03,0.8,35.0,0.3934638290939084,0.2759384545645783,0.7961249570779356,-0.06019656103744924,0.14386373413209919,0.0030166023631538036,-0.0004171218405755394,-0.0034337242037293433,1.9999999999999991,0.06019656103744924,0.20387504292206438,0.906018846,0.9087520862171704
yaw_08_ct_03,0.8,40.0,0.3515987798506915,0.233091290012162,0.8216931806477843,-0.05934414730281044,0.13458439989196114,0.001991002485678468,-0.00157421784098997,-0.003565220326668438,1.6999999999999993,0.05934414730281044,0.1783068193522157,0.907292847,0.9090902802532748
yaw_09_ct_03,0.8,45.0,0.30448581409223324,0.18784757899054094,0.857015535743948,-0.06217665324072163,0.12752390563948235,0.0018712060778256693,-5.876883376427061e-6,-0.0018770829612020964,1.6999999999999993,0.06217665324072163,0.14298446425605205,0.906404625,0.9140877881466818
yaw_00_ct_05,1.2,0.0,0.7159895416107425,0.5530563650953165,0.5761272427161758,-0.0041693933910943665,0.22756362634694283,0.016912444101201855,-0.007586491369944993,-0.024498935471146847,2.3,0.0041693933910943665,0.42387275728382423,0.9064356961497154,0.9099053999627106
yaw_01_ct_05,1.2,5.0,0.7117268019559523,0.5481246809781527,0.5769776950654757,-0.015905689322414297,0.22692467573106723,0.015922823327467233,-0.007345583301689559,-0.02326840662915679,2.3,0.015905689322414297,0.4230223049345243,0.9076530259392744,0.9031247125999766
yaw_02_ct_05,1.2,10.0,0.6998593780337621,0.5344727364682085,0.5840735901366811,-0.027286239043673804,0.2245330176728242,0.014170457674348309,-0.007553726730898903,-0.02172418440524721,2.1999999999999993,0.027286239043673804,0.41592640986331886,0.9075932511561692,0.9000450555756301
yaw_03_ct_05,1.2,15.0,0.678529280501746,0.5102256259760246,0.6029960297219872,-0.03818385764669086,0.22151563331622048,0.012190837362068135,-0.005892530852537912,-0.018083368214606047,2.3,0.03818385764669086,0.3970039702780128,0.9066353386742688,0.9087586595787608
yaw_04_ct_05,1.2,20.0,0.6511735005054646,0.4796831409538391,0.6256488137765496,-0.0517824340201217,0.21607968377358489,0.009574743959992298,-0.005501493703790351,-0.01507623766378265,2.1999999999999993,0.0517824340201217,0.3743511862234504,0.9063533428530915,0.9092964150949264
yaw_05_ct_05,1.2,25.0,0.6127658152034701,0.43787602857632285,0.6572742721941579,-0.06522361749402755,0.21153770463896515,0.006882432980609629,-0.005419891806212746,-0.012302324786822375,2.0999999999999996,0.06522361749402755,0.3427257278058421,0.90720771,0.9123218375985848
yaw_06_ct_05,1.2,30.0,0.5719185645299907,0.39483047652448255,0.6757654870329977,-0.0711336607438454,0.20283936894751908,0.0045311890359504324,-0.005767854388461311,-0.010299043424411743,1.8999999999999995,0.0711336607438454,0.32423451296700234,0.9059993656748848,0.9006029294057619
yaw_07_ct_05,1.2,35.0,0.5218533751100844,0.34413759706275027,0.7173805004035975,-0.08126068774379755,0.1949569485049092,0.0029493997667755095,-0.005461502798272738,-0.008410902565048247,1.7999999999999998,0.08126068774379755,0.28261949959640253,0.907910024,0.908717105
yaw_08_ct_05,1.2,40.0,0.4662660121241031,0.2906430991944046,0.7499710256125329,-0.08331080538571008,0.1862850595648483,0.0014013010591615227,-0.0041191208100912055,-0.005520421869252728,1.6999999999999993,0.08331080538571008,0.2500289743874671,0.9075539300203814,0.9055349308963828
yaw_09_ct_05,1.2,45.0,0.4148276675310066,0.24389952181699778,0.7915999943356955,-0.07863897485904868,0.16850769944333777,0.0006848344475731632,-0.004003598671457518,-0.004688433119030681,1.5999999999999996,0.07863897485904868,0.2084000056643045,0.9079003383594346,0.9052796875672452
yaw_00_ct_07,1.6,0.0,0.8296519051970837,0.5974256722293545,0.4775277718522051,0.005248546298939046,0.2799080331317553,0.02391368405343683,-0.01577666020887889,-0.03969034426231572,2.1999999999999993,-0.005248546298939046,0.5224722281477949,0.90571886,0.901729931
yaw_01_ct_07,1.6,5.0,0.8243950895698078,0.5917565900233284,0.4852160815352241,-0.015850952428000487,0.27945106469229786,0.0234691102813507,-0.015017932795071277,-0.03848704307642198,2.1999999999999993,0.015850952428000487,0.5147839184647759,0.9062389015731078,0.9078181649847532
yaw_02_ct_07,1.6,10.0,0.8136004267325195,0.5801719932899027,0.49368241222965825,-0.027837936691869604,0.27590735931233024,0.020638243653181232,-0.014329682730221645,-0.034967926383402875,2.0999999999999996,0.027837936691869604,0.5063175877703417,0.9050982658452804,0.9021775655382056
yaw_03_ct_07,1.6,15.0,0.7893184117713166,0.5543937922722173,0.5031537614098062,-0.043021947688315576,0.272852781403345,0.016608075688768136,-0.014574798442140333,-0.03118287413090847,1.9999999999999991,0.043021947688315576,0.49684623859019383,0.9074098948126889,0.8875461772684017
yaw_04_ct_07,1.6,20.0,0.7592424345228102,0.5230108738178786,0.53493465830072,-0.05811131192919763,0.2669317185491573,0.012699893201445716,-0.01250710568528456,-0.025206998886730274,1.9999999999999991,0.05811131192919763,0.46506534169928004,0.9062367621773586,0.898774577
yaw_05_ct_07,1.6,25.0,0.7206457035839171,0.48364055548675466,0.5716126316572372,-0.07290408755618008,0.25949976946376363,0.009520199829658293,-0.009901232599977593,-0.019421432429635885,2.0999999999999996,0.07290408755618008,0.4283873683427628,0.908503862,0.9071751968016882
yaw_06_ct_07,1.6,30.0,0.679871999721945,0.44318060048619723,0.6130122997188963,-0.08320469396180027,0.24729819997007618,0.005526373277235503,-0.008890729697548455,-0.014417102974783958,1.9999999999999991,0.08320469396180027,0.38698770028110374,0.9071884626705348,0.9111440847600286
yaw_07_ct_07,1.6,35.0,0.624696754562786,0.39034074188957407,0.6512501777128128,-0.09185621057528118,0.2372010016434407,0.0026433316891188263,-0.009252476888848712,-0.01189580857796754,1.6999999999999993,0.09185621057528118,0.3487498222871872,0.904121148,0.9068421072971116
yaw_08_ct_07,1.6,40.0,0.5625634922232826,0.333577942950398,0.68979522164948,-0.09545929758126576,0.2259450101054843,0.0006125437232954364,-0.00817027883402282,-0.008782822557318257,1.5999999999999996,0.09545929758126576,0.31020477835051996,0.906634829,0.8973852640909055
yaw_09_ct_07,1.6,45.0,0.4935479831779515,0.2741158076173661,0.7345962113922389,-0.09731795747829747,0.2145479142732899,-0.00009436413645901472,-0.005917147404777487,-0.005822783268318472,1.5999999999999996,0.09731795747829747,0.26540378860776115,0.9057292467472452,0.8988379817482068
yaw_00_ct_09,2.0,0.0,0.9115656670609475,0.6154133905769709,0.41027277805982376,-0.007004553303246099,0.3248830963970212,0.032271426932651205,-0.025786948028408148,-0.05805837496105935,1.9999999999999991,0.007004553303246099,0.5897272219401762,0.9073920069487256,0.9111972696034796
yaw_01_ct_09,2.0,5.0,0.9047972958073457,0.6085719666334098,0.4088319511253029,-0.015338108548133963,0.32482489115500157,0.030542898701185362,-0.022989714756481774,-0.05353261345766713,2.0999999999999996,0.015338108548133963,0.5911680488746971,0.9064344295242884,0.9026224970187926
yaw_02_ct_09,2.0,10.0,0.8976511741716983,0.6013764362411779,0.42244073281455685,-0.03074275764590815,0.3197205610700843,0.026756189214959737,-0.023546173256745375,-0.05030236247170511,1.9999999999999991,0.03074275764590815,0.5775592671854431,0.90801078,0.8986797233105173
yaw_03_ct_09,2.0,15.0,0.876145593985784,0.5798950800367713,0.4394116973799217,-0.04806846511344117,0.3147810505238824,0.022134855615201017,-0.021216185453866023,-0.04335104106906704,1.9999999999999991,0.04806846511344117,0.5605883026200783,0.9076898680769144,0.9007066787110231
yaw_04_ct_09,2.0,20.0,0.8479791217339987,0.5521572023324253,0.46877312393627935,-0.06430891486702635,0.30706616876002146,0.016733899837983037,-0.018713575259577384,-0.035447475097560424,1.9999999999999991,0.06430891486702635,0.5312268760637207,0.9076925350603922,0.9023884914811444
yaw_05_ct_09,2.0,25.0,0.805521911952533,0.5112120005184607,0.5052693316430166,-0.07878668078416479,0.29975829966752054,0.011661720182760576,-0.015658005575802287,-0.02731972575856286,1.9999999999999991,0.07878668078416479,0.4947306683569834,0.9056409883145378,0.9104836616481516
yaw_06_ct_09,2.0,30.0,0.7612038897172845,0.4696090961459317,0.5482155277351388,-0.09186947136240652,0.28763123327063045,0.006437143606682675,-0.01409115997685487,-0.020528303583537546,1.8999999999999995,0.09186947136240652,0.4517844722648612,0.9072568124426704,0.9080911613349872
yaw_07_ct_09,2.0,35.0,0.7058957764930011,0.41936856866122124,0.5949557746031469,-0.10233903527469626,0.2747449283655563,0.002661702774671289,-0.012456964147261924,-0.015118666921933213,1.7999999999999998,0.10233903527469626,0.40504422539685314,0.9057193203004734,0.9061576593323112
yaw_08_ct_09,2.0,40.0,0.6397795994240786,0.3618516719792214,0.6425779108116727,-0.10835044124896771,0.2616772859216453,-0.000028539967317475813,-0.010553345053995702,-0.010524805086678227,1.6999999999999993,0.10835044124896771,0.3574220891883273,0.9054866149778268,0.903071175
yaw_09_ct_09,2.0,45.0,0.5634201919871508,0.29904298084737013,0.6986992344169806,-0.11281770188252628,0.24938678936009218,-0.00123010213463886,-0.008519708246013337,-0.007289606111374477,1.5999999999999996,0.11281770188252628,0.30130076558301944,0.9086507283355356,0.903864448
yaw_00_ct_11,2.4,0.0,0.9780048830918067,0.624318082613446,0.3551117608061407,0.006336204746159421,0.3616411396231849,0.0391829502139395,-0.034224374811169966,-0.07340732502510947,1.9999999999999991,-0.006336204746159421,0.6448882391938593,0.9056859786283816,0.9095782866286852
yaw_01_ct_11,2.4,5.0,0.9644713812062757,0.6114041709854734,0.34884779572676516,-0.01779696743838706,0.3636517914877355,0.03876530509674211,-0.034065024664876195,-0.0728303297616183,1.9999999999999991,0.01779696743838706,0.6511522042732348,0.9067133225646844,0.9070839574632268
yaw_02_ct_11,2.4,10.0,0.9546884524586252,0.6021253107440734,0.3729996994221185,-0.03454272437524905,0.3595669219158135,0.034752894979391206,-0.0330115300825354,-0.0677644250619266,1.8999999999999995,0.03454272437524905,0.6270003005778815,0.9072521928457834,0.9186966226706909
yaw_03_ct_11,2.4,15.0,0.9366223789499087,0.5851149228502696,0.38282575073717806,-0.04988946856318336,0.3532553182121183,0.027707245293479236,-0.02986351435629317,-0.0575707596497724,1.8999999999999995,0.04988946856318336,0.6171742492628219,0.9065494264909176,0.9020753401342588
yaw_04_ct_11,2.4,20.0,0.9142199497040674,0.564248509070436,0.41313556691977227,-0.06652718248457674,0.34319884213880913,0.02051701294004525,-0.025674618940094672,-0.04619163188013992,1.9999999999999991,0.06652718248457674,0.5868644330802277,0.9066481154314644,0.9033589172015992
yaw_05_ct_11,2.4,25.0,0.8780208561083629,0.531069826728109,0.4529225165616255,-0.08223431487893462,0.33262323307874464,0.014216790839699081,-0.022793697133618323,-0.03701048797331741,1.8999999999999995,0.08223431487893462,0.5470774834383745,0.9052489711327916,0.9128664949969324
yaw_06_ct_11,2.4,30.0,0.8283638255440616,0.48666046504391414,0.49691640128260706,-0.09854282438645215,0.32161800930282913,0.00789611457879416,-0.019815988331947,-0.02771210291074116,1.7999999999999998,0.09854282438645215,0.5030835987173929,0.9064924489166226,0.9077268923720442
yaw_07_ct_11,2.4,35.0,0.767738907347469,0.4342248807292417,0.5478033084461451,-0.11084021397047861,0.3095430033190698,0.00306735301492789,-0.01727782928020893,-0.02034518229513682,1.6999999999999993,0.11084021397047861,0.4521966915538549,0.9074647712535427,0.9069505542157972
yaw_08_ct_11,2.4,40.0,0.6995783240775433,0.3777016623172071,0.6054201264951867,-0.11825633413513828,0.295211863758161,-0.00016115178556780062,-0.01626295884550044,-0.01610180705993264,1.4999999999999991,0.11825633413513828,0.39457987350481327,0.9051400046531668,0.9095876728675614
yaw_09_ct_11,2.4,45.0,0.622503031878042,0.31703454415964816,0.6629610921559765,-0.12211849068498537,0.27975523149068626,-0.0018766866267478234,-0.01334448174554695,-0.011467795118799128,1.3999999999999995,0.12211849068498537,0.33703890784402346,0.9081298290631912,0.906270019
yaw_00_ct_13,2.8,0.0,1.0165834053774618,0.6125414868531042,0.3070369084991559,0.007570601490449388,0.3974508302880817,0.04449569806593701,-0.04513832160124028,-0.0896340196671773,1.7999999999999998,-0.007570601490449388,0.6929630915008441,0.9029267597263873,0.8977458717029506
yaw_01_ct_13,2.8,5.0,1.0119108299267146,0.6083231587008078,0.30773244362389507,-0.017197486333412032,0.3965408450217638,0.04273677380843823,-0.04442913655779347,-0.0871659103662317,1.7999999999999998,0.017197486333412032,0.6922675563761049,0.906239141,0.8960990792345037
yaw_02_ct_13,2.8,10.0,1.0065383972992612,0.6034850345333986,0.3265839828498074,-0.03402364198460036,0.391185904497783,0.0401756865323593,-0.0409931956197486,-0.08116888215210791,1.8999999999999995,0.03402364198460036,0.6734160171501926,0.905999578,0.91555445
yaw_03_ct_13,2.8,15.0,0.9860138712741644,0.5851207791561778,0.3419224355653665,-0.05221184682596406,0.3856459599898009,0.03207172967569943,-0.03782422261635958,-0.069895952292059,1.8999999999999995,0.05221184682596406,0.6580775644346335,0.907865775,0.9045488671293944
yaw_04_ct_13,2.8,20.0,0.9625977963775443,0.564401655601664,0.3700273220741661,-0.07125313686163867,0.3760387787088568,0.024562732432390377,-0.03276496784881783,-0.057327700281208205,1.8999999999999995,0.07125313686163867,0.6299726779258339,0.9057401756266704,0.910818636
yaw_05_ct_13,2.8,25.0,0.92318466837544,0.5300951850069439,0.4054957605099886,-0.08781440961519625,0.36643735308748226,0.015836499709805673,-0.029868731306912043,-0.045705231016717716,1.7999999999999998,0.08781440961519625,0.5945042394900114,0.9071436385403682,0.9044750840933052
yaw_06_ct_13,2.8,30.0,0.8830888937255595,0.49593826528010587,0.45397869755588494,-0.10319093467752785,0.3515260060559907,0.008712411238625541,-0.02492337762176944,-0.033635788860394984,1.7999999999999998,0.10319093467752785,0.5460213024441151,0.9070703855812569,0.9087212
yaw_07_ct_13,2.8,35.0,0.8238856998650044,0.44691139867692603,0.5104335843863845,-0.11684816425640622,0.337798824494677,0.002723350980469044,-0.02108915621097014,-0.02381250719143918,1.6999999999999993,0.11684816425640622,0.48956641561361547,0.9063783727328278,0.910757197
yaw_08_ct_13,2.8,40.0,0.7545150996655684,0.39167232638313715,0.569042042887649,-0.12543839617121763,0.32235695466279757,-0.0012154448756342873,-0.017784611672207535,-0.016569166796573248,1.5999999999999996,0.12543839617121763,0.43095795711235096,0.9067867311731156,0.9076053516624842
yaw_09_ct_13,2.8,45.0,0.672083859454521,0.3292730472146482,0.6282222338553121,-0.13186294478089713,0.30713644950078944,-0.002812845699336744,-0.014865962136017612,-0.012053116436680868,1.4999999999999991,0.13186294478089713,0.37177776614468794,0.9065992325336424,0.903103232
yaw_00_ct_15,3.2,0.0,1.0569559348377071,0.6074497159955011,0.2771320008547681,0.006870786496407384,0.4252837833880242,0.051470719527577,-0.05427569754623721,-0.10574641707381421,1.7999999999999998,-0.006870786496407384,0.7228679991452319,0.9056876652444954,0.9091195334615104
yaw_01_ct_15,3.2,5.0,1.0493537504277564,0.6009078664901579,0.2811267307492107,-0.016257083580401947,0.42516693091078084,0.05037091732444123,-0.053509118257062296,-0.10388003558150352,1.7999999999999998,0.016257083580401947,0.7188732692507893,0.9060299395030288,0.913681194
yaw_02_ct_15,3.2,10.0,1.035990542540299,0.5894659140688788,0.2894095288172489,-0.03282342632866875,0.4222347102924331,0.04479357724800877,-0.05077249658832087,-0.09556607383632965,1.7999999999999998,0.03282342632866875,0.7105904711827511,0.9061520023035946,0.9113310117980988
yaw_03_ct_15,3.2,15.0,1.0261002298866073,0.5810448927662105,0.3051360213718294,-0.05107029190066437,0.41375908540994666,0.03546942430687481,-0.0470014016879642,-0.08247082599483901,1.7999999999999998,0.05107029190066437,0.6948639786281706,0.9054009240957764,0.8984706225937185
yaw_04_ct_15,3.2,20.0,1.0041129541212999,0.5624693550305246,0.33284960160707566,-0.07030128932996926,0.4038844107472416,0.02638533550803864,-0.04308444034809633,-0.06946977585613497,1.6999999999999993,0.07030128932996926,0.6671503983929243,0.9056289068255232,0.9008140871370802
yaw_05_ct_15,3.2,25.0,0.969426114933497,0.533576978052669,0.37231958313312563,-0.0900533084349282,0.39269527962898276,0.01891357342596197,-0.03633956120720049,-0.05525313463316246,1.7999999999999998,0.0900533084349282,0.6276804168668744,0.906104181,0.9169541220747937
yaw_06_ct_15,3.2,30.0,0.9290503549250183,0.5005919842925425,0.41359275815205687,-0.10446118168356519,0.37782292347588786,0.009591429029991005,-0.029793871467687215,-0.039385300497678216,1.7999999999999998,0.10446118168356519,0.5864072418479431,0.9060162354288236,0.9018373914448076
yaw_07_ct_15,3.2,35.0,0.8681727052407481,0.4522037947979167,0.4670789120576363,-0.11783355983255532,0.3641369991265576,0.003330248862962268,-0.025196503225118794,-0.028526752088081062,1.6999999999999993,0.11783355983255532,0.5329210879423637,0.9060384426212904,0.9032345823790036
yaw_08_ct_15,3.2,40.0,0.8018186351809704,0.40136475127210125,0.5303017515288472,-0.12979430629252342,0.3465548828590349,-0.0023233433472642706,-0.02073171153524705,-0.01840836818798278,1.5999999999999996,0.12979430629252342,0.4696982484711528,0.9065143720447516,0.9000145861831562
yaw_09_ct_15,3.2,45.0,0.7172851410948882,0.3395961533627955,0.601158649946193,-0.13789033584120222,0.3304455114150119,-0.004679548517840973,-0.018308271344575522,-0.013628722826734548,1.3999999999999995,0.13789033584120222,0.39884135005380705,0.9064008669760188,0.904568581
yaw_00_ct_17,3.6,0.0,1.0805658871171444,0.5920053467103213,0.24652886314888567,0.00784741584410605,0.45213396631487235,0.0558086114917645,-0.06568706540983656,-0.12149567690160105,1.6999999999999993,-0.00784741584410605,0.7534711368511143,0.9060782784104388,0.9003572093466198
yaw_01_ct_17,3.6,5.0,1.0778890666492118,0.5898069011174714,0.25244585577378376,-0.01587976710267086,0.450722819276573,0.05416593044998327,-0.06372669939428026,-0.11789262984426352,1.6999999999999993,0.01587976710267086,0.7475541442262162,0.9059166343382036,0.905484852
yaw_02_ct_17,3.6,10.0,1.071094546259816,0.5842388887906151,0.26267265643317206,-0.03379198332420204,0.44612572489689306,0.047176727081804655,-0.05967180097638599,-0.10684852805819064,1.6999999999999993,0.03379198332420204,0.7373273435668279,0.908538281,0.9002587480664653
yaw_03_ct_17,3.6,15.0,1.0558085528772356,0.5717767783581013,0.2827619333218989,-0.05244384338493088,0.43934259906058337,0.04005918982122,-0.05556899605535674,-0.09562818587657673,1.6999999999999993,0.05244384338493088,0.7172380666781011,0.9071374682636936,0.90897985
yaw_04_ct_17,3.6,20.0,1.0323593502745534,0.5528344432310769,0.3010248822553314,-0.07122392611352055,0.43012660640972766,0.03048366959394392,-0.050714584514597136,-0.08119825410854106,1.6999999999999993,0.07122392611352055,0.6989751177446686,0.9070916409112644,0.9085678516368868
yaw_05_ct_17,3.6,25.0,1.002291872315747,0.5288591986063139,0.33394280820507727,-0.08952917761050168,0.4178027597548165,0.019921073471876997,-0.04337752099007472,-0.06329859446195171,1.6999999999999993,0.08952917761050168,0.6660571917949227,0.9065981041133372,0.8990136248376006
yaw_06_ct_17,3.6,30.0,0.9597378836969427,0.4955388477588963,0.37504110067751795,-0.10428963521040713,0.40379661570625747,0.0101929410737982,-0.03653001418359903,-0.04672295525739723,1.6999999999999993,0.10428963521040713,0.624958899322482,0.9049147144023602,0.89899477
yaw_07_ct_17,3.6,35.0,0.9016527368884081,0.4512401215629261,0.438599610017384,-0.12307478320389445,0.3890525129057226,0.0030041044421184842,-0.032909218910961345,-0.035913323353079826,1.4999999999999991,0.12307478320389445,0.561400389982616,0.908464347,0.9053344082505465
yaw_08_ct_17,3.6,40.0,0.8347221433715438,0.40194039172909174,0.5038870232753999,-0.13711600464834717,0.37141248569144514,-0.0029423436375502266,-0.024399716624399284,-0.021457372986849056,1.5999999999999996,0.13711600464834717,0.4961129767246001,0.9059994214903986,0.9060969058074932
yaw_09_ct_17,3.6,45.0,0.7485971821209629,0.34136660394452545,0.5745827933094514,-0.1460765413153387,0.35510673487736366,-0.006151893993159581,-0.020970671584951455,-0.014818777591791874,1.3999999999999995,0.1460765413153387,0.4254172066905486,0.9071173179277124,0.9072953256164628
yaw_00_ct_19,4.0,0.0,1.1040858669239648,0.5800618191974957,0.23188710451830297,0.007471412236805617,0.4746225483226453,0.06160183636570625,-0.07306892804216757,-0.13467076440787382,1.6999999999999993,-0.007471412236805617,0.768112895481697,0.9068792184992882,0.9118271213414972
yaw_01_ct_19,4.0,5.0,1.104037151567613,0.5800234286963111,0.23351313106590077,-0.016423184340985324,0.47262732677197505,0.05719440613733349,-0.0702881183188703,-0.12748252445620378,1.6999999999999993,0.016423184340985324,0.7664868689340992,0.9071031279599336,0.8999463763119956
yaw_02_ct_19,4.0,10.0,1.0967674923892137,0.5743040235023673,0.24620984153623382,-0.03547164019510521,0.4682887733050983,0.050942521314887905,-0.06953675148563546,-0.12047927280052337,1.5999999999999996,0.03547164019510521,0.7537901584637662,0.9079501636604392,0.9054840606544498
yaw_03_ct_19,4.0,15.0,1.0830175951527379,0.5635380864434009,0.2585523847666884,-0.051826564080890945,0.46130371264517456,0.043501578779174314,-0.06307017565382393,-0.10657175443299824,1.6999999999999993,0.051826564080890945,0.7414476152333116,0.9069987619601918,0.9106002161914132
yaw_04_ct_19,4.0,20.0,1.059314958488275,0.545139512892607,0.27965152481557365,-0.07304934767312145,0.452358009419085,0.033572100320226395,-0.057701734972408235,-0.09127383529263464,1.6999999999999993,0.07304934767312145,0.7203484751844264,0.9064573921257774,0.9128415552003322
yaw_05_ct_19,4.0,25.0,1.0354885791926163,0.5268512007784676,0.3137158336886733,-0.08970064353197871,0.43860705641862796,0.020305081344240607,-0.05021287256234739,-0.070517953906588,1.5999999999999996,0.08970064353197871,0.6862841663113267,0.906839746,0.8976718626128151
yaw_06_ct_19,4.0,30.0,0.9930262733571849,0.4947788343060782,0.35641421508877436,-0.11031788331352056,0.42466639435391207,0.010514345586122862,-0.04224363806567411,-0.05275798365179697,1.5999999999999996,0.11031788331352056,0.6435857849112256,0.9068601060142254,0.9035376055106684
yaw_07_ct_19,4.0,35.0,0.9384384844459835,0.4545469191554513,0.4066185644759698,-0.12344343953247731,0.4086993047473184,0.0025745634909855384,-0.03468282173682671,-0.03725738522781225,1.5999999999999996,0.12344343953247731,0.5933814355240302,0.9075326491038598,0.8988847664092006
yaw_08_ct_19,4.0,40.0,0.8660356924702461,0.40297090548091113,0.47456506412718846,-0.1393389758396332,0.3925872086135954,-0.0029377681248330813,-0.027408027211749238,-0.024470259086916156,1.5999999999999996,0.1393389758396332,0.5254349358728115,0.9051221408734312,0.8991705423939489
yaw_09_ct_19,4.0,45.0,0.7818742482478108,0.3456808876886935,0.545276252175485,-0.14825311383656323,0.3747503505607498,-0.00669442790133468,-0.023143528106750074,-0.016449100205415394,1.3999999999999995,0.14825311383656323,0.45472374782451497,0.9067665986326752,0.8939921206142716
